match_id,home_name,away_name,league,match_date,home_goals,away_goals,total_goals,goal_diff,ah_line,fav_side,line_mag,ticks,zone,ou_line,ah_outcome,ah_payout,ah_fav_covered,ou_outcome,ou_payout,ah_open,ah_close,ah_delta,delta_ticks,h2h_stadium_cover,h2h_general_cover,prev_home_shots_diff,prev_home_sot_diff,prev_home_danger_diff,prev_home_attacks_diff,prev_home_wdl,prev_away_shots_diff,prev_away_sot_diff,prev_away_danger_diff,prev_away_attacks_diff,prev_away_wdl,ind_local_localia,ind_local_ah,ind_local_danger_diff,ind_visitante_localia,ind_visitante_ah,ind_visitante_danger_diff,home_rank,away_rank,rank_diff,prev_home_danger_diff_bin,prev_away_danger_diff_bin,ind_local_danger_diff_bin,ind_visitante_danger_diff_bin,ticks_bin,delta_bin
2682518,Adama City,Hawassa City FC,Ethiopia Premier League,10/25/2024,2,0,2,2,0.0,HOME,0.0,0,PICK_EM,2.25,W,1.0,1,UNDER_HW,0.5,0.25,0.0,-0.25,-1,COVER,COVER,-6,-3,-60,-66,D,-3,1,-47,-34,W,A,0.25,31,A,0.5,0,99,99,0,muy_neg,muy_neg,muy_pos,neutro,low,drop
2682519,Welwalo Adigrat,Mekelakeya,Ethiopia Premier League,10/25/2024,0,3,3,-3,-1.5,AWAY,1.5,6,WIN_BY_1,2.5,L,-1.0,-1,OVER_W,1.0,0.5,-1.5,-2.0,-8,NO_COVER,NO_COVER,-10,-6,-25,-11,L,7,4,0,2,D,,,0,H,0.75,-2,99,99,0,muy_neg,neutro,neutro,neutro,high,strong_drop
2683321,Kedus Giorgis,Ethiopian Insurance FC,Ethiopia Premier League,10/26/2024,0,0,0,0,0.5,HOME,0.5,2,MUST_WIN,2.0,W,1.0,1,UNDER_W,1.0,0.75,0.5,-0.25,-1,NO_COVER,NO_COVER,0,0,0,0,L,1,2,-25,-26,L,A,0.0,53,,,0,99,99,0,neutro,muy_neg,muy_pos,neutro,low,drop
2684142,Ethio Electric FC,Hadiya Hossana,Ethiopia Premier League,10/27/2024,0,0,0,0,0.0,HOME,0.0,0,PICK_EM,2.0,P,0.0,0,UNDER_W,1.0,0.0,0.0,0.0,0,,,0,0,0,0,,-5,-4,-3,-12,L,,,0,,,0,99,99,0,neutro,neutro,neutro,neutro,low,drop
2683326,Arba Minch,Bahir Dar Kenema FC,Ethiopia Premier League,10/26/2024,1,0,1,1,-0.75,AWAY,0.75,3,MUST_WIN,2.25,HW,0.5,1,UNDER_W,1.0,-0.25,-0.75,-0.5,-2,NO_COVER,NO_COVER,18,6,64,44,W,8,-1,50,31,L,,,0,,,0,99,99,0,muy_pos,muy_pos,neutro,neutro,mid,strong_drop
2684143,Wolaita Dicha,Shire Endaselassie FC,Ethiopia Premier League,10/27/2024,1,0,1,1,0.25,HOME,0.25,1,PICK_EM,2.0,W,1.0,1,UNDER_W,1.0,0.25,0.25,0.0,0,,,-2,2,13,9,W,-3,-2,-32,-27,D,A,0.0,-24,A,0.0,-8,99,99,0,pos,muy_neg,muy_neg,neg,low,drop
2683320,Sidama Bunna,Ethiopia Bunna,Ethiopia Premier League,10/26/2024,2,0,2,2,-0.25,AWAY,0.25,1,PICK_EM,2.25,W,1.0,1,UNDER_HW,0.5,0.0,-0.25,-0.25,-1,NO_COVER,NO_COVER,-1,-2,25,26,W,2,-2,-13,-9,L,H,0.0,16,H,0.25,25,99,99,0,muy_pos,neg,pos,muy_pos,low,drop
2685224,Bahir Dar Kenema FC,Sidama Bunna,Ethiopia Premier League,10/30/2024,2,0,2,2,0.0,HOME,0.0,0,PICK_EM,2.0,W,1.0,1,PUSH,0.0,0.5,0.0,-0.5,-2,NO_COVER,NO_COVER,5,4,3,12,W,10,6,25,11,W,A,-0.25,-12,A,0.0,-2,99,99,0,neutro,muy_pos,neg,neutro,low,strong_drop
2685082,Fasil Kenema,Arba Minch,Ethiopia Premier League,10/29/2024,0,1,1,-1,0.5,HOME,0.5,2,MUST_WIN,1.75,L,-1.0,-1,UNDER_W,1.0,0.5,0.5,0.0,0,COVER,COVER,-4,-5,2,9,D,-5,-3,-11,-2,L,A,0.25,37,,,0,99,99,0,neutro,neg,muy_pos,neutro,low,drop
2685083,Ethiopian Insurance FC,Welwalo Adigrat,Ethiopia Premier League,10/29/2024,1,0,1,1,0.25,HOME,0.25,1,PICK_EM,1.75,W,1.0,1,UNDER_W,1.0,0.25,0.25,0.0,0,,,6,-2,21,19,D,0,0,-25,-19,L,A,0.5,-27,A,-0.5,-2,99,99,0,muy_pos,muy_neg,muy_neg,neutro,low,drop
2685426,Ethiopia Bunna,Mekelle 70 Enderta FC,Ethiopia Premier League,10/31/2024,2,0,2,2,0.25,HOME,0.25,1,PICK_EM,2.0,W,1.0,1,PUSH,0.0,0.25,0.25,0.0,0,,,7,4,-2,9,W,-11,0,-42,-53,W,H,0.25,22,,,0,99,99,0,neutro,muy_neg,muy_pos,neutro,low,drop
2685785,Hawassa City FC,Ethio Electric FC,Ethiopia Premier League,11/1/2024,1,2,3,-1,0.25,HOME,0.25,1,PICK_EM,2.0,L,-1.0,-1,OVER_W,1.0,0.25,0.25,0.0,0,,,5,-1,15,17,D,0,0,0,0,,,,0,,,0,99,99,0,pos,neutro,neutro,neutro,low,drop
2685786,Dire Dawa,Adama City,Ethiopia Premier League,11/1/2024,1,1,2,0,0.25,HOME,0.25,1,PICK_EM,2.0,HW,0.5,1,PUSH,0.0,0.0,0.25,0.25,1,COVER,COVER,11,0,42,53,L,1,3,-9,-33,W,A,0.25,4,,,0,99,99,0,muy_pos,neg,neutro,neutro,low,rise
2685796,Mekelakeya,Ethiopia Nigd Bank,Ethiopia Premier League,10/31/2024,1,0,1,1,0.0,HOME,0.0,0,PICK_EM,2.0,W,1.0,1,UNDER_W,1.0,0.25,0.0,-0.25,-1,PUSH,PUSH,-5,0,3,5,W,0,0,0,0,W,A,-0.5,0,,,0,99,99,0,neutro,neutro,neutro,neutro,low,drop
2685225,Hadiya Hossana,Wolaita Dicha,Ethiopia Premier League,10/30/2024,0,1,1,-1,0.5,HOME,0.5,2,MUST_WIN,2.0,L,-1.0,-1,UNDER_W,1.0,0.25,0.5,0.25,1,COVER,COVER,3,-1,47,34,L,5,0,-3,-5,L,A,0.25,10,H,0.25,-69,99,99,0,muy_pos,neutro,pos,muy_neg,low,rise
2687052,Mekelakeya,Adama City,Ethiopia Premier League,11/4/2024,2,0,2,2,0.5,HOME,0.5,2,MUST_WIN,2.25,W,1.0,1,UNDER_HW,0.5,0.0,0.5,0.5,2,COVER,COVER,-6,0,-4,-30,W,2,1,-65,-68,D,,,0,A,0.5,9,99,99,0,neutro,muy_neg,neutro,pos,low,rise
2687051,Ethiopian Insurance FC,Mekelle 70 Enderta FC,Ethiopia Premier League,11/4/2024,4,0,4,4,0.25,HOME,0.25,1,PICK_EM,2.0,W,1.0,1,OVER_W,1.0,0.25,0.25,0.0,0,,,2,5,19,40,W,-6,0,0,-11,L,A,0.25,-25,,,0,99,99,0,pos,neutro,muy_neg,neutro,low,drop
2686578,Kedus Giorgis,Arba Minch,Ethiopia Premier League,11/3/2024,1,0,1,1,0.5,HOME,0.5,2,MUST_WIN,2.0,W,1.0,1,UNDER_W,1.0,0.75,0.5,-0.25,-1,COVER,COVER,0,2,-27,-23,D,1,2,-48,-54,W,H,0.25,2,A,0.0,1,99,99,0,muy_neg,muy_neg,neutro,neutro,low,drop
2686574,Bahir Dar Kenema FC,Wolaita Dicha,Ethiopia Premier League,11/3/2024,0,0,0,0,0.25,HOME,0.25,1,PICK_EM,2.0,HW,0.5,1,UNDER_W,1.0,0.5,0.25,-0.25,-1,COVER,COVER,-3,0,-8,-10,W,2,1,-25,-16,W,H,0.25,3,A,0.0,-16,99,99,0,neg,muy_neg,neutro,neg,low,drop
2687267,Fasil Kenema,Ethio Electric FC,Ethiopia Premier League,11/5/2024,2,3,5,-1,0.75,HOME,0.75,3,MUST_WIN,2.0,HL,-0.5,-1,OVER_W,1.0,1.25,0.75,-0.5,-2,COVER,COVER,-1,-2,48,54,L,2,0,9,-2,W,H,0.5,0,A,1.0,-37,99,99,0,muy_pos,pos,neutro,muy_neg,mid,strong_drop
2687269,Ethiopia Bunna,Shire Endaselassie FC,Ethiopia Premier League,11/5/2024,1,1,2,0,0.75,HOME,0.75,3,MUST_WIN,2.0,W,1.0,1,PUSH,0.0,0.0,0.75,0.75,3,COVER,COVER,6,0,0,11,W,-9,-1,-7,4,L,A,-0.75,13,,,0,99,99,0,neutro,neg,pos,neutro,mid,strong_rise
2687350,Welwalo Adigrat,Ethiopia Nigd Bank,Ethiopia Premier League,11/6/2024,1,2,3,-1,-1.25,AWAY,1.25,5,WIN_BY_1,2.25,L,-1.0,-1,OVER_W,1.0,-1.25,-1.25,0.0,0,,,-12,-4,-7,22,L,6,0,4,30,L,H,-1.5,-7,A,0.0,4,99,99,0,neg,neutro,neg,neutro,high,drop
2693443,Sidama Bunna,Kedus Giorgis,Ethiopia Premier League,11/24/2024,0,0,0,0,0.0,HOME,0.0,0,PICK_EM,2.0,P,0.0,0,UNDER_W,1.0,0.0,0.0,0.0,0,NO_COVER,NO_COVER,8,6,16,-20,W,-6,1,-14,-29,W,A,0.75,-22,,,0,99,99,0,pos,neg,muy_neg,neutro,low,drop
2693444,Adama City,Ethiopian Insurance FC,Ethiopia Premier League,11/24/2024,0,2,2,-2,-0.25,AWAY,0.25,1,PICK_EM,2.25,L,-1.0,-1,UNDER_HW,0.5,0.75,-0.25,-1.0,-4,NO_COVER,NO_COVER,-5,1,-26,-10,W,0,-2,27,23,D,H,-0.25,-59,H,0.25,-48,99,99,0,muy_neg,muy_pos,muy_neg,muy_neg,low,strong_drop
2693231,Arba Minch,Welwalo Adigrat,Ethiopia Premier League,11/23/2024,2,0,2,2,1.0,HOME,1.0,4,WIN_BY_1,2.0,W,1.0,1,PUSH,0.0,0.0,1.0,1.0,4,COVER,COVER,2,1,-16,3,W,-2,-5,-19,-40,L,A,0.0,-1,H,-0.25,12,99,99,0,neg,neg,neutro,pos,mid,strong_rise
2687351,Dire Dawa,Hadiya Hossana,Ethiopia Premier League,11/6/2024,0,1,1,-1,0.25,HOME,0.25,1,PICK_EM,2.0,L,-1.0,-1,UNDER_W,1.0,0.25,0.25,0.0,0,,NO_COVER,-2,-1,65,68,D,11,4,22,3,D,,,0,H,0.25,-31,99,99,0,muy_pos,muy_pos,neutro,muy_neg,low,drop
2693757,Hadiya Hossana,Ethiopia Bunna,Ethiopia Premier League,11/25/2024,1,0,1,1,0.25,HOME,0.25,1,PICK_EM,2.0,W,1.0,1,UNDER_W,1.0,0.25,0.25,0.0,0,NO_COVER,NO_COVER,-2,-1,25,16,L,-8,-6,-16,20,L,H,0.0,2,A,-0.75,-13,99,99,0,muy_pos,neg,neutro,neg,low,drop
2693948,Wolaita Dicha,Fasil Kenema,Ethiopia Premier League,11/26/2024,1,1,2,0,0.0,HOME,0.0,0,PICK_EM,2.0,P,0.0,0,PUSH,0.0,-0.5,0.0,0.5,2,COVER,COVER,9,1,7,-4,W,-1,-1,-37,-46,D,,,0,H,0.25,-2,99,99,0,pos,muy_neg,neutro,neutro,low,rise
2694160,Ethiopia Nigd Bank,Ethiopian Insurance FC,Ethiopia Premier League,11/28/2024,1,1,2,0,0.75,HOME,0.75,3,MUST_WIN,2.25,W,1.0,1,UNDER_HW,0.5,0.5,0.75,0.25,1,COVER,COVER,1,1,37,46,D,6,2,47,52,W,,,0,H,-0.5,-17,99,99,0,muy_pos,muy_pos,neutro,neg,mid,rise
2693760,Ethio Electric FC,Mekelakeya,Ethiopia Premier League,11/25/2024,1,1,2,0,-1.0,AWAY,1.0,4,WIN_BY_1,2.0,L,-1.0,-1,PUSH,0.0,0.0,-1.0,-1.0,-4,NO_COVER,NO_COVER,-11,-4,-22,-3,D,12,4,7,-22,W,,,0,H,0.25,-10,99,99,0,muy_neg,pos,neutro,neg,mid,strong_drop
2693949,Shire Endaselassie FC,Bahir Dar Kenema FC,Ethiopia Premier League,11/26/2024,0,2,2,-2,0.25,HOME,0.25,1,PICK_EM,2.0,L,-1.0,-1,PUSH,0.0,0.25,0.25,0.0,0,,,-4,-1,12,7,D,-2,-1,16,-3,L,,,0,H,0.25,-3,99,99,0,pos,pos,neutro,neutro,low,drop
2694657,Mekelle 70 Enderta FC,Bahir Dar Kenema FC,Ethiopia Premier League,11/30/2024,1,1,2,0,-0.5,AWAY,0.5,2,MUST_WIN,2.0,L,-1.0,-1,PUSH,0.0,-0.5,-0.5,0.0,0,,,-7,-4,0,-2,D,8,3,26,-6,W,,,0,A,0.25,32,99,99,0,neutro,muy_pos,neutro,muy_pos,low,drop
2694312,Adama City,Ethiopia Bunna,Ethiopia Premier League,11/29/2024,2,1,3,1,-0.25,AWAY,0.25,1,PICK_EM,2.25,W,1.0,1,OVER_W,1.0,0.25,-0.25,-0.5,-2,COVER,COVER,-6,-2,-47,-52,L,7,-3,43,48,L,A,0.25,31,,,0,99,99,0,muy_neg,muy_pos,muy_pos,neutro,low,strong_drop
2694159,Dire Dawa,Ethio Electric FC,Ethiopia Premier League,11/28/2024,0,0,0,0,0.0,HOME,0.0,0,PICK_EM,2.0,P,0.0,0,UNDER_W,1.0,0.25,0.0,-0.25,-1,COVER,COVER,3,2,29,7,W,-1,1,24,11,W,A,0.25,-15,A,0.25,9,99,99,0,muy_pos,muy_pos,neg,pos,low,drop
2694320,Arba Minch,Mekelakeya,Ethiopia Premier League,11/29/2024,1,3,4,-2,-0.25,AWAY,0.25,1,PICK_EM,2.25,L,-1.0,-1,OVER_W,1.0,0.0,-0.25,-0.25,-1,COVER,COVER,0,0,-5,-15,W,4,0,25,31,D,H,1.0,37,A,-1.5,7,99,99,0,neutro,muy_pos,muy_pos,pos,low,drop
2695581,Wolaita Dicha,Hawassa City FC,Ethiopia Premier League,12/1/2024,1,1,2,0,0.0,HOME,0.0,0,PICK_EM,2.0,P,0.0,0,PUSH,0.0,0.25,0.0,-0.25,-1,NO_COVER,NO_COVER,-3,-1,-15,-8,D,-3,-2,-29,-7,L,A,0.0,-24,A,0.5,0,99,99,0,neg,muy_neg,muy_neg,neutro,low,drop
2695585,Shire Endaselassie FC,Hadiya Hossana,Ethiopia Premier League,12/1/2024,0,1,1,-1,0.0,HOME,0.0,0,PICK_EM,1.75,L,-1.0,-1,UNDER_W,1.0,1.25,0.0,-1.25,-5,PUSH,PUSH,-8,-3,-26,6,L,-1,0,-28,-73,W,A,0.0,32,A,0.25,-3,99,99,0,muy_neg,muy_neg,muy_pos,neutro,low,strong_drop
2694658,Sidama Bunna,Fasil Kenema,Ethiopia Premier League,11/30/2024,0,1,1,-1,0.0,HOME,0.0,0,PICK_EM,2.0,L,-1.0,-1,UNDER_W,1.0,-0.25,0.0,0.25,1,NO_COVER,NO_COVER,-5,0,-3,13,D,3,1,15,8,D,H,0.0,16,A,0.25,-2,99,99,0,neutro,pos,pos,neutro,low,rise
2696295,Mekelakeya,Kedus Giorgis,Ethiopia Premier League,12/3/2024,4,3,7,1,0.0,HOME,0.0,0,PICK_EM,2.25,W,1.0,1,OVER_W,1.0,0.0,0.0,0.0,0,PUSH,PUSH,4,4,17,-10,W,5,0,3,-13,D,H,0.75,2,A,-0.25,59,99,99,0,pos,neutro,neutro,muy_pos,low,drop
2696570,Hawassa City FC,Mekelle 70 Enderta FC,Ethiopia Premier League,12/5/2024,0,0,0,0,0.0,HOME,0.0,0,PICK_EM,2.0,P,0.0,0,UNDER_W,1.0,0.0,0.0,0.0,0,,,-2,0,-9,2,L,-6,-2,-3,-26,L,A,0.25,48,,,0,99,99,0,neg,neutro,muy_pos,neutro,low,drop
2696294,Dire Dawa,Sidama Bunna,Ethiopia Premier League,12/3/2024,3,1,4,2,0.0,HOME,0.0,0,PICK_EM,2.25,W,1.0,1,OVER_W,1.0,-0.25,0.0,0.25,1,COVER,COVER,3,4,49,20,D,3,0,8,10,L,A,0.25,4,,,0,99,99,0,muy_pos,pos,neutro,neutro,low,rise
2696571,Fasil Kenema,Welwalo Adigrat,Ethiopia Premier League,12/5/2024,1,0,1,1,0.5,HOME,0.5,2,MUST_WIN,2.0,W,1.0,1,UNDER_W,1.0,1.25,0.5,-0.75,-3,COVER,COVER,1,-1,-24,-11,L,0,0,5,15,L,H,0.5,48,,,0,99,99,0,muy_neg,neutro,muy_pos,neutro,low,strong_drop
2696515,Bahir Dar Kenema FC,Ethiopia Nigd Bank,Ethiopia Premier League,12/4/2024,3,0,3,3,0.0,HOME,0.0,0,PICK_EM,2.0,W,1.0,1,OVER_W,1.0,-0.25,0.0,0.25,1,NO_COVER,NO_COVER,-4,0,9,-2,D,2,3,30,10,W,A,-0.25,-12,,,0,99,99,0,pos,muy_pos,neg,neutro,low,rise
2696517,Ethiopia Bunna,Arba Minch,Ethiopia Premier League,12/4/2024,2,0,2,2,0.5,HOME,0.5,2,MUST_WIN,2.0,W,1.0,1,PUSH,0.0,0.25,0.5,0.25,1,COVER,COVER,0,-1,23,16,D,-2,-1,-3,0,L,,,0,,,0,99,99,0,muy_pos,neutro,neutro,neutro,low,rise
2696671,Hadiya Hossana,Adama City,Ethiopia Premier League,12/6/2024,2,0,2,2,0.25,HOME,0.25,1,PICK_EM,2.0,W,1.0,1,PUSH,0.0,0.25,0.25,0.0,0,COVER,COVER,-7,3,-43,-48,W,-4,-4,-17,10,L,A,0.25,10,H,-0.25,60,99,99,0,muy_neg,neg,pos,muy_pos,low,drop
2696672,Shire Endaselassie FC,Ethio Electric FC,Ethiopia Premier League,12/6/2024,0,0,0,0,-0.5,AWAY,0.5,2,MUST_WIN,2.0,L,-1.0,-1,UNDER_W,1.0,-0.5,-0.5,0.0,0,,,-4,-1,4,15,L,-3,-4,-49,-20,D,A,0.0,32,H,0.0,22,99,99,0,neutro,muy_neg,muy_pos,muy_pos,low,drop
2698597,Hadiya Hossana,Sidama Bunna,Ethiopia Premier League,12/9/2024,3,2,5,1,0.25,HOME,0.25,1,PICK_EM,2.0,W,1.0,1,OVER_W,1.0,0.0,0.25,0.25,1,NO_COVER,NO_COVER,-4,0,-24,-43,W,2,0,70,16,L,A,0.25,28,A,0.25,45,99,99,0,muy_neg,muy_pos,muy_pos,muy_pos,low,rise
2698367,Dire Dawa,Ethiopia Nigd Bank,Ethiopia Premier League,12/8/2024,0,0,0,0,0.0,HOME,0.0,0,PICK_EM,2.0,P,0.0,0,UNDER_W,1.0,0.25,0.0,-0.25,-1,NO_COVER,NO_COVER,-2,0,-70,-16,W,-3,-2,25,54,L,A,0.25,4,H,0.75,22,99,99,0,muy_neg,muy_pos,neutro,muy_pos,low,drop
2698596,Bahir Dar Kenema FC,Kedus Giorgis,Ethiopia Premier League,12/9/2024,0,0,0,0,0.25,HOME,0.25,1,PICK_EM,2.0,HW,0.5,1,UNDER_W,1.0,0.0,0.25,0.25,1,COVER,COVER,3,2,-25,-54,W,-5,-1,1,-10,L,A,0.25,-32,A,0.25,-14,99,99,0,muy_neg,neutro,muy_neg,neg,low,rise
2698371,Hawassa City FC,Arba Minch,Ethiopia Premier League,12/8/2024,0,1,1,-1,0.25,HOME,0.25,1,PICK_EM,2.0,L,-1.0,-1,UNDER_W,1.0,0.0,0.25,0.25,1,COVER,COVER,14,2,36,13,D,-7,-2,8,18,L,A,0.5,-2,,,0,99,99,0,muy_pos,pos,neutro,neutro,low,rise
2698738,Wolaita Dicha,Adama City,Ethiopia Premier League,12/10/2024,2,2,4,0,0.25,HOME,0.25,1,PICK_EM,2.0,HW,0.5,1,OVER_W,1.0,0.0,0.25,0.25,1,NO_COVER,NO_COVER,-5,0,13,17,D,4,0,24,43,L,A,0.5,25,H,0.0,26,99,99,0,pos,muy_pos,muy_pos,muy_pos,low,rise
2698842,Shire Endaselassie FC,Mekelle 70 Enderta FC,Ethiopia Premier League,12/11/2024,1,0,1,1,0.0,HOME,0.0,0,PICK_EM,2.0,W,1.0,1,UNDER_W,1.0,0.0,0.0,0.0,0,,,0,0,5,15,D,-14,-2,-36,-13,D,A,0.25,15,,,0,99,99,0,neutro,muy_neg,pos,neutro,low,drop
2698841,Mekelakeya,Ethiopian Insurance FC,Ethiopia Premier League,12/11/2024,0,0,0,0,0.75,HOME,0.75,3,MUST_WIN,2.25,W,1.0,1,UNDER_W,1.0,1.0,0.75,-0.25,-1,NO_COVER,NO_COVER,5,1,-1,10,W,0,-1,-24,-23,D,H,0.0,-4,A,0.5,27,99,99,0,neutro,muy_neg,neutro,muy_pos,mid,drop
2698730,Ethiopia Bunna,Welwalo Adigrat,Ethiopia Premier League,12/10/2024,0,0,0,0,1.0,HOME,1.0,4,WIN_BY_1,2.0,W,1.0,1,UNDER_W,1.0,0.0,1.0,1.0,4,COVER,COVER,7,2,-8,-18,W,-4,-4,-7,-8,L,H,0.0,21,A,1.0,5,99,99,0,neg,neg,muy_pos,neutro,mid,strong_rise
2709507,Fasil Kenema,Hawassa City FC,Ethiopia Premier League,1/3/2025,0,0,0,0,0.5,HOME,0.5,2,MUST_WIN,2.0,W,1.0,1,UNDER_W,1.0,0.5,0.5,0.0,0,COVER,COVER,4,4,7,8,W,5,0,-13,-17,D,A,0.0,-15,,,0,99,99,0,pos,neg,neg,neutro,low,drop
2709704,Kedus Giorgis,Ethio Electric FC,Ethiopia Premier League,1/4/2025,2,1,3,1,0.0,HOME,0.0,0,PICK_EM,1.75,W,1.0,1,OVER_W,1.0,1.5,0.0,-1.5,-6,COVER,COVER,2,1,3,0,W,0,0,-5,-15,D,,,0,A,1.0,-37,99,99,0,neutro,neutro,neutro,muy_neg,low,strong_drop
2709506,Arba Minch,Sidama Bunna,Ethiopia Premier League,1/3/2025,0,1,1,-1,0.0,HOME,0.0,0,PICK_EM,2.0,L,-1.0,-1,UNDER_W,1.0,0.25,0.0,-0.25,-1,PUSH,PUSH,0,-1,18,18,L,0,-1,23,11,L,,,0,A,0.75,-2,99,99,0,pos,muy_pos,neutro,neutro,low,drop
2709703,Bahir Dar Kenema FC,Dire Dawa,Ethiopia Premier League,1/4/2025,1,1,2,0,0.25,HOME,0.25,1,PICK_EM,1.75,HW,0.5,1,OVER_HW,0.5,0.25,0.25,0.0,0,COVER,COVER,-1,2,10,0,D,-9,-1,-4,2,L,,,0,,,0,99,99,0,pos,neutro,neutro,neutro,low,drop
2711231,Adama City,Welwalo Adigrat,Ethiopia Premier League,1/5/2025,3,0,3,3,0.75,HOME,0.75,3,MUST_WIN,2.25,W,1.0,1,OVER_W,1.0,0.5,0.75,0.25,1,COVER,COVER,-4,0,-60,-22,W,-8,0,-40,-35,D,H,-0.25,-60,A,1.0,-40,99,99,0,muy_neg,muy_neg,muy_neg,muy_neg,mid,rise
2711230,Ethiopia Nigd Bank,Mekelle 70 Enderta FC,Ethiopia Premier League,1/5/2025,0,0,0,0,0.25,HOME,0.25,1,PICK_EM,2.0,HW,0.5,1,UNDER_W,1.0,0.25,0.25,0.0,0,,,0,1,24,23,D,0,0,36,56,L,,,0,A,0.25,-3,99,99,0,muy_pos,muy_pos,neutro,neutro,low,drop
2712292,Ethiopian Insurance FC,Shire Endaselassie FC,Ethiopia Premier League,1/6/2025,3,1,4,2,0.75,HOME,0.75,3,MUST_WIN,1.75,W,1.0,1,OVER_W,1.0,0.75,0.75,0.0,0,,,6,2,3,26,W,0,1,-23,-16,D,,,0,H,0.0,36,99,99,0,neutro,muy_neg,neutro,muy_pos,mid,drop
2712291,Mekelakeya,Hadiya Hossana,Ethiopia Premier League,1/6/2025,0,1,1,-1,0.5,HOME,0.5,2,MUST_WIN,2.0,L,-1.0,-1,UNDER_W,1.0,0.25,0.5,0.25,1,NO_COVER,NO_COVER,-2,-1,-11,-34,D,4,1,-4,-15,W,,,0,,,0,99,99,0,neg,neutro,neutro,neutro,low,rise
2713983,Hawassa City FC,Bahir Dar Kenema FC,Ethiopia Premier League,1/8/2025,0,1,1,-1,-0.75,AWAY,0.75,3,MUST_WIN,2.0,L,-1.0,-1,UNDER_W,1.0,-0.75,-0.75,0.0,0,,NO_COVER,0,-3,25,-13,L,7,2,51,37,D,H,0.0,36,A,-0.75,16,99,99,0,muy_pos,muy_pos,muy_pos,pos,mid,drop
2713984,Dire Dawa,Ethiopia Bunna,Ethiopia Premier League,1/8/2025,0,0,0,0,0.25,HOME,0.25,1,PICK_EM,1.75,HW,0.5,1,UNDER_W,1.0,-0.25,0.25,0.5,2,NO_COVER,NO_COVER,-1,0,13,33,D,4,0,60,22,L,H,0.25,65,H,-0.25,-43,99,99,0,pos,muy_pos,muy_pos,muy_neg,low,rise
2714299,Adama City,Kedus Giorgis,Ethiopia Premier League,1/9/2025,1,2,3,-1,0.25,HOME,0.25,1,PICK_EM,2.0,L,-1.0,-1,OVER_W,1.0,-0.25,0.25,0.5,2,COVER,COVER,6,4,-13,-8,W,1,-2,-10,0,D,A,0.5,9,H,0.5,-25,99,99,0,neg,neg,pos,muy_neg,low,rise
2714298,Mekelle 70 Enderta FC,Welwalo Adigrat,Ethiopia Premier League,1/9/2025,1,0,1,1,0.5,HOME,0.5,2,MUST_WIN,1.75,W,1.0,1,UNDER_W,1.0,0.5,0.5,0.0,0,,,-7,-2,-51,-37,D,-6,-4,13,8,L,,,0,H,-0.25,12,99,99,0,muy_neg,pos,neutro,pos,low,drop
2714564,Shire Endaselassie FC,Mekelakeya,Ethiopia Premier League,1/10/2025,1,2,3,-1,0.0,HOME,0.0,0,PICK_EM,2.25,L,-1.0,-1,OVER_W,1.0,0.0,0.0,0.0,0,,,0,0,-36,-56,W,0,1,-18,-18,W,,,0,A,-0.5,0,99,99,0,muy_neg,neg,neutro,neutro,low,drop
2714565,Sidama Bunna,Ethiopia Nigd Bank,Ethiopia Premier League,1/10/2025,1,1,2,0,0.25,HOME,0.25,1,PICK_EM,2.0,HW,0.5,1,PUSH,0.0,-0.25,0.25,0.5,2,COVER,COVER,4,-1,33,23,L,1,0,-13,-33,D,A,0.0,-70,H,0.25,-37,99,99,0,muy_pos,neg,muy_neg,muy_neg,low,rise
2714571,Hadiya Hossana,Fasil Kenema,Ethiopia Premier League,1/11/2025,1,1,2,0,0.25,HOME,0.25,1,PICK_EM,1.75,HW,0.5,1,OVER_HW,0.5,0.0,0.25,0.25,1,NO_COVER,NO_COVER,0,1,-23,-11,W,-4,1,-33,-23,W,H,0.25,-23,A,0.0,-33,99,99,0,muy_neg,muy_neg,muy_neg,muy_neg,low,rise
2714572,Wolaita Dicha,Ethiopian Insurance FC,Ethiopia Premier League,1/11/2025,1,2,3,-1,0.0,HOME,0.0,0,PICK_EM,1.75,L,-1.0,-1,OVER_W,1.0,0.25,0.0,-0.25,-1,PUSH,PUSH,5,2,74,56,D,2,1,11,34,D,A,0.5,3,A,-0.25,47,99,99,0,muy_pos,pos,neutro,muy_pos,low,drop
2717141,Kedus Giorgis,Shire Endaselassie FC,Ethiopia Premier League,1/13/2025,1,0,1,1,0.5,HOME,0.5,2,MUST_WIN,2.0,W,1.0,1,UNDER_W,1.0,0.5,0.5,0.0,0,,,-8,0,-39,-41,W,-5,-3,-30,-14,L,H,0.5,-27,H,-0.5,-5,99,99,0,muy_neg,muy_neg,muy_neg,neutro,low,drop
2717142,Arba Minch,Adama City,Ethiopia Premier League,1/13/2025,2,0,2,2,0.0,HOME,0.0,0,PICK_EM,2.0,W,1.0,1,PUSH,0.0,0.25,0.0,-0.25,-1,COVER,COVER,-3,-2,-23,-21,L,-5,-2,-74,-56,D,H,-0.25,45,H,0.25,45,99,99,0,muy_neg,muy_neg,muy_pos,muy_pos,low,drop
