main_match_id,source_key,date,home_team,away_team,home_goals,away_goals,ah,cover_status,home_tiros,away_tiros,home_tiros_a_puerta,away_tiros_a_puerta,home_ataques,away_ataques,home_ataques_peligrosos,away_ataques_peligrosos,home_red_cards,away_red_cards
2730113,h2h_general,,San Marcos de Arica,CD Copiapo S.A.,0.0,1.0,0.5,CUBIERTO,7.0,12.0,2.0,4.0,169.0,139.0,63.0,40.0,,
2732344,last_home,21-09-2025,IGA Kunoichi (W),Ehime FC  (W),5.0,0.0,1,CUBIERTO,17.0,7.0,7.0,3.0,77.0,64.0,58.0,40.0,,
2732344,last_away,28-09-2025,Viamaterras Miyazaki (W),Speranza Osaka (W),1.0,1.0,1.5,indeterminado,20.0,4.0,7.0,1.0,84.0,69.0,48.0,20.0,,
2732344,h2h_col3,06-09-2025,Ehime FC  (W),Viamaterras Miyazaki (W),2.0,1.0,-,indeterminado,,,,,,,,,,
2732344,h2h_general,,Speranza Osaka (W),IGA Kunoichi (W),1.0,2.0,-0.75,NO CUBIERTO,,,,,,,,,,
2732347,last_home,21-09-2025,Nittaidai University (W),Okayama Yunogo Belle (W),3.0,0.0,-0.25,CUBIERTO,11.0,12.0,7.0,2.0,106.0,141.0,35.0,60.0,,
2732347,last_away,28-09-2025,Ehime FC  (W),Orca Kamogawa FC (W),2.0,0.0,-0.5,NO CUBIERTO,8.0,11.0,3.0,3.0,75.0,72.0,60.0,50.0,,
2732347,h2h_col3,31-08-2025,Okayama Yunogo Belle (W),Ehime FC  (W),0.0,0.0,0.5,PUSH,13.0,5.0,5.0,1.0,88.0,67.0,32.0,24.0,,
2732347,h2h_general,,Orca Kamogawa FC (W),Nittaidai University (W),0.0,0.0,0,PUSH,,,,,,,,,,
2735889,last_home,13-09-2025,Gimhae City,Yeoju Sejong,1.0,1.0,1.25,NO CUBIERTO,12.0,3.0,3.0,2.0,66.0,26.0,53.0,11.0,1.0,0.0
2735889,last_away,27-09-2025,Daejeon Korail,Mokpo City,0.0,1.0,0.75,indeterminado,9.0,6.0,3.0,2.0,122.0,114.0,94.0,74.0,,
2735889,h2h_col3,06-09-2025,Daejeon Korail,Yeoju Sejong,3.0,3.0,0.5,indeterminado,12.0,8.0,7.0,5.0,107.0,78.0,84.0,40.0,,
2735889,h2h_general,,Mokpo City,Gimhae City,0.0,1.0,-1.5,NO CUBIERTO,5.0,6.0,2.0,4.0,92.0,135.0,48.0,57.0,,
2735904,last_home,01-11-2025,Gyeongju KHNP,Yeoju Sejong,0.0,1.0,1,NO CUBIERTO,12.0,6.0,3.0,3.0,100.0,72.0,57.0,38.0,,
2735904,last_away,04-10-2025,Pocheon FC,Ulsan Citizens,0.0,0.0,0.75,indeterminado,17.0,3.0,1.0,0.0,131.0,71.0,39.0,7.0,,
2735904,h2h_col3,,Yeoju Sejong,Pocheon FC,1.0,0.0,-,indeterminado,7.0,10.0,4.0,1.0,66.0,128.0,37.0,107.0,,
2735904,h2h_general,,Ulsan Citizens,Gyeongju KHNP,3.0,4.0,-0.75,CUBIERTO,16.0,9.0,8.0,7.0,84.0,76.0,63.0,25.0,0.0,1.0
2735905,last_home,26-10-2025,Daejeon Korail,Pocheon FC,2.0,0.0,-0.25,CUBIERTO,7.0,7.0,4.0,4.0,122.0,109.0,61.0,69.0,,
2735905,last_away,01-11-2025,Ulsan Citizens,Jeonbuk Hyundai Motors II,1.0,0.0,0.25,indeterminado,10.0,8.0,8.0,1.0,88.0,92.0,29.0,36.0,0.0,1.0
2735905,h2h_col3,,Pocheon FC,Ulsan Citizens,0.0,0.0,-,indeterminado,17.0,3.0,1.0,0.0,131.0,71.0,39.0,7.0,,
2735905,h2h_general,,Jeonbuk Hyundai Motors II,Daejeon Korail,2.0,2.0,-0.75,NO CUBIERTO,16.0,12.0,5.0,4.0,104.0,113.0,43.0,48.0,,
2735906,last_home,26-10-2025,Changwon City,Yeoju Sejong,2.0,1.0,0.5,CUBIERTO,15.0,19.0,4.0,3.0,54.0,52.0,33.0,35.0,,
2735906,last_away,02-11-2025,Chuncheon Citizen,Busan Transportation Corporation,0.0,3.0,-0.25,indeterminado,12.0,14.0,4.0,9.0,24.0,14.0,32.0,30.0,,
2735906,h2h_col3,,Chuncheon Citizen,Yeoju Sejong,1.0,2.0,-,indeterminado,14.0,10.0,8.0,4.0,87.0,87.0,73.0,47.0,,
2735906,h2h_general,,Busan Transportation Corporation,Changwon City,2.0,1.0,0,NO CUBIERTO,10.0,18.0,5.0,6.0,67.0,93.0,24.0,66.0,1.0,0.0
2735910,last_home,02-11-2025,Siheung City,Gangneung City,0.0,1.0,1.25,NO CUBIERTO,10.0,3.0,5.0,2.0,37.0,32.0,35.0,14.0,,
2735910,last_away,26-10-2025,Busan Transportation Corporation,Paju Citizen FC,1.0,2.0,0,indeterminado,6.0,11.0,2.0,6.0,80.0,94.0,39.0,56.0,,
2735910,h2h_col3,,Gangneung City,Busan Transportation Corporation,2.0,1.0,-,indeterminado,10.0,7.0,5.0,4.0,117.0,77.0,89.0,57.0,,
2735910,h2h_general,,Paju Citizen FC,Siheung City,0.0,4.0,-0.5,CUBIERTO,9.0,12.0,2.0,7.0,81.0,119.0,47.0,78.0,,
2737125,last_home,13-09-2025,Daegu FC II,Jungnang Chorus Mustang FC,2.0,2.0,1.5,indeterminado,13.0,17.0,6.0,5.0,79.0,78.0,58.0,46.0,,
2737125,last_away,20-09-2025,Jungnang Chorus Mustang FC,Namyangju FC,1.0,2.0,-1.25,CUBIERTO,16.0,10.0,5.0,8.0,115.0,99.0,31.0,30.0,,
2737125,h2h_general,,Namyangju FC,Daegu FC II,1.0,2.0,1.5,NO CUBIERTO,11.0,6.0,3.0,4.0,107.0,95.0,39.0,15.0,,
2737137,last_home,27-09-2025,Yeoncheon,Pyeongchang FC,3.0,1.0,-0.5,CUBIERTO,,,,,,,,,,
2737137,last_away,19-10-2025,Daegu FC II,Namyangju FC,3.0,0.0,0.25,indeterminado,,,,,,,,,,
2737137,h2h_general,,Namyangju FC,Yeoncheon,3.0,0.0,1.75,NO CUBIERTO,,,,,,,,,,
2741529,last_home,,Inter Miami CF,New England Revolution,4.0,1.0,-,NEUTRO,15.0,11.0,8.0,5.0,105.0,92.0,60.0,49.0,,
2741529,last_away,,Los Angeles FC,Atlanta United,1.0,0.0,-,NEUTRO,15.0,3.0,4.0,1.0,126.0,94.0,56.0,31.0,,
2741529,h2h_col3,,New England Revolution,Los Angeles FC,0.0,2.0,-,NEUTRO,11.0,10.0,5.0,6.0,97.0,91.0,42.0,46.0,,
2741529,h2h_general,,Atlanta United,Inter Miami CF,1.0,2.0,-,NEUTRO,12.0,13.0,4.0,8.0,75.0,77.0,40.0,57.0,,
2741666,last_home,,Orlando City,Columbus Crew,1.0,1.0,-,NEUTRO,10.0,20.0,4.0,6.0,70.0,106.0,37.0,67.0,,
2741666,last_away,,Seattle Sounders,Vancouver Whitecaps,2.0,2.0,-,NEUTRO,9.0,9.0,6.0,5.0,83.0,74.0,33.0,54.0,,
2741666,h2h_col3,,Seattle Sounders,Columbus Crew,1.0,1.0,-,NEUTRO,8.0,9.0,2.0,3.0,91.0,87.0,39.0,53.0,1.0,0.0
2741666,h2h_general,,Orlando City,Vancouver Whitecaps,1.0,0.0,-,NEUTRO,16.0,6.0,4.0,2.0,134.0,70.0,94.0,47.0,,
2769772,last_home,24-08-2025,South East FC,We United FC,0.0,1.0,0.5,NO CUBIERTO,,,,,,,,,,
2769772,last_away,04-08-2025,Middleham United FC,Point Michel FC,7.0,4.0,0.75,indeterminado,24.0,13.0,17.0,8.0,80.0,65.0,63.0,51.0,,
2769772,h2h_col3,14-07-2025,We United FC,Middleham United FC,3.0,0.0,1.5,indeterminado,14.0,10.0,7.0,2.0,93.0,79.0,73.0,52.0,,
2769772,h2h_general,,Point Michel FC,South East FC,3.0,7.0,-1.75,CUBIERTO,7.0,15.0,4.0,9.0,67.0,67.0,63.0,55.0,1.0,1.0
2788991,last_home,01-11-2025,Kazincbarcika,Puskas Akademia,1.0,3.0,-1.25,indeterminado,8.0,13.0,2.0,7.0,107.0,112.0,55.0,48.0,,
2788991,last_away,19-10-2025,Ujpesti,Ferencvarosi TC,1.0,1.0,-0.75,NO CUBIERTO,13.0,9.0,4.0,1.0,89.0,112.0,68.0,77.0,0.0,1.0
2788991,h2h_col3,,Puskas Akademia,Ujpesti,0.0,0.0,-,indeterminado,16.0,10.0,3.0,5.0,95.0,90.0,69.0,61.0,,
2788991,h2h_general,,Ferencvarosi TC,Kazincbarcika,3.0,0.0,2,CUBIERTO,19.0,10.0,10.0,2.0,141.0,69.0,64.0,27.0,,
2790681,last_home,04-10-2025,Cruz Azul (W),Tijuana (W),4.0,3.0,0.25,NO CUBIERTO,20.0,20.0,10.0,9.0,106.0,94.0,93.0,77.0,,
2790681,last_away,23-09-2025,Leon (W),Santos Laguna (W),5.0,0.0,1.25,indeterminado,15.0,20.0,5.0,7.0,103.0,103.0,66.0,58.0,,
2790681,h2h_col3,13-07-2025,Leon (W),Tijuana (W),1.0,1.0,0.25,indeterminado,15.0,13.0,7.0,7.0,88.0,90.0,58.0,50.0,,
2790681,h2h_general,,Santos Laguna (W),Cruz Azul (W),0.0,1.0,-1,NO CUBIERTO,4.0,13.0,1.0,8.0,67.0,113.0,30.0,76.0,,
